Potencial (V),Negativo,"0,6 ng. mL-1","1,0 ng. mL-1","1,2 ng. mL-1","2,0 ng. mL-1","2,5 ng. mL-1","4,0 ng. mL-1","5,0 ng. mL-1","10,0 ng. mL-1","20,0 ng. mL-1"
"0,729856","63,90293","68,12061","67,22106","67,86946","66,485","69,00635","69,69155","71,98811","72,97527","80,23824"
"0,731853","64,01055","68,24439","67,24374","67,98696","66,53036","69,08311","69,71216","72,05351","72,98534","80,10007"
"0,733849","64,1417","68,42986","67,30167","68,1602","66,58811","69,18703","69,75757","72,13054","73,04716","80,01304"
"0,735845","64,28523","68,59568","67,39441","68,28128","66,68295","69,30216","69,81115","72,25405","73,13142","79,93203"
"0,737842","64,41638","68,73182","67,4707","68,37676","66,76955","69,44818","69,84","72,39392","73,20095","79,84595"
"0,739838","64,54258","68,81851","67,545","68,5077","66,81698","69,59655","69,88939","72,52257","73,27149","79,75115"
"0,741835","64,70712","68,99527","67,61297","68,68601","66,90772","69,72777","69,94703","72,64635","73,3323","79,69743"
"0,743831","64,81972","69,17223","67,65203","68,84561","66,94899","69,81682","69,97811","72,71068","73,37351","79,6427"
"0,745827","65,00654","69,385","67,79034","69,01885","67,08711","69,97628","70,07696","72,8727","73,50162","79,63885"
"0,747824","65,11912","69,50378","67,82939","69,09047","67,14899","70,0952","70,08318","72,98176","73,53899","79,55777"
"0,749821","65,26634","69,62365","67,92628","69,2477","67,21291","70,27459","70,14304","73,13622","73,62939","79,51689"
"0,751817","65,45805","69,83162","68,01919","69,45797","67,32225","70,43291","70,22757","73,28716","73,71122","79,52155"
"0,753814","65,6115","70,04446","68,08709","69,64973","67,40059","70,56264","70,2875","73,38243","73,7848","79,51899"
"0,75581","65,77604","70,25351","68,19865","69,81432","67,5161","70,69777","70,35966","73,52122","73,88642","79,52838"
"0,757806","65,93324","70,42932","68,27284","69,93189","67,60885","70,86115","70,40696","73,68068","73,96095","79,51764"
"0,759803","66,08909","70,56905","68,37176","70,09892","67,67878","71,05034","70,47095","73,83541","74,05649","79,50419"
"0,761799","66,33284","70,83257","68,51608","70,36851","67,83764","71,27176","70,59865","74,04324","74,18986","79,57399"
"0,763796","66,45038","71,01324","68,53872","70,51946","67,87878","71,36324","70,61736","74,105","74,21622","79,56236"
"0,765792","66,65201","71,26446","68,68507","70,725","68,01912","71,53662","70,72453","74,27703","74,3523","79,62568"
"0,767789","66,81286","71,45243","68,75541","70,84486","68,11196","71,69986","70,77209","74,43419","74,42595","79,63054"
"0,769785","66,99849","71,63189","68,87892","71,05405","68,20878","71,92257","70,85453","74,62351","74,54723","79,67547"
"0,771781","67,23734","71,89905","69,01703","71,32","68,36128","72,14041","70,97209","74,82878","74,67358","79,74385"
"0,773778","67,40423","72,14905","69,08723","71,54149","68,44797","72,29243","71,04439","74,94392","74,74682","79,78764"
"0,775775","67,60966","72,41365","69,22757","71,75919","68,58399","72,48189","71,1473","75,11959","74,88581","79,86919"
"0,777771","67,82128","72,66257","69,345","71,93608","68,7225","72,69459","71,23378","75,32257","75,00764","79,9325"
"0,779767","67,99439","72,84189","69,45223","72,12405","68,80068","72,90865","71,29777","75,50932","75,11027","79,965"
"0,781764","68,24189","73,11878","69,60068","72,4027","68,95541","73,14622","71,4277","75,73338","75,2525","80,06858"
"0,78376","68,45203","73,41595","69,69547","72,67473","69,075","73,34054","71,53088","75,88405","75,36223","80,16095"
"0,785757","68,69088","73,71919","69,87297","72,94703","69,24818","73,57419","71,66689","76,10311","75,53189","80,28608"
"0,787753","68,87041","73,94162","69,96372","73,09541","69,35541","73,76243","71,72453","76,28257","75,62581","80,33149"
"0,78975","69,08554","74,16459","70,10588","73,33189","69,46892","74,02959","71,83399","76,51135","75,77554","80,41304"
"0,791746","69,35541","74,46257","70,275","73,64973","69,64412","74,30068","71,98628","76,76757","75,94284","80,54412"
"0,793742","69,61014","74,79541","70,41081","73,96135","69,79662","74,54297","72,11622","76,96554","76,0875","80,67946"
"0,795739","69,82297","75,07608","70,56351","74,21135","69,93061","74,75568","72,22162","77,15959","76,23412","80,78466"
"0,797735","70,04703","75,34473","70,68736","74,41311","70,08128","74,98838","72,3225","77,38365","76,37365","80,87399"
"0,799732","70,28203","75,5823","70,8502","74,66919","70,21757","75,29027","72,45453","77,64595","76,54635","80,98061"
"0,801728","70,56054","75,86446","71,02973","74,99459","70,39054","75,57108","72,60723","77,91932","76,72439","81,11655"
"0,803725","70,8027","76,17014","71,15358","75,305","70,53493","75,80743","72,73088","78,11365","76,8627","81,24358"
"0,805721","71,0677","76,48541","71,35764","75,61189","70,72432","76,07973","72,89392","78,36095","77,06588","81,40331"
"0,807718","71,27284","76,70432","71,46486","75,78662","70,85223","76,28014","72,97432","78,57635","77,17851","81,4677"
"0,809714","71,54514","76,96068","71,66689","76,08095","71,02568","76,61149","73,14527","78,88081","77,39169","81,60838"
"0,811711","71,79892","77,19432","71,83176","76,36054","71,18649","76,8627","73,28534","79,12324","77,54432","81,71209"
"0,813707","72,06108","77,49243","71,98649","76,68581","71,35541","77,1077","73,43196","79,34338","77,69892","81,85797"
"0,815703","72,35054","77,81297","72,21331","77,01878","71,56169","77,38486","73,61959","79,60081","77,91527","82,03128"
"0,8177","72,58081","78,03446","72,35338","77,21176","71,72885","77,59649","73,73696","79,82216","78,04824","82,11568"
"0,819696","72,83297","78,23973","72,54122","77,48014","71,88331","77,88459","73,88784","80,08446","78,22669","82,22811"
"0,821693","73,10905","78,47351","72,74122","77,77959","72,07095","78,14095","74,04662","80,33932","78,39372","82,35689"
"0,823689","73,38878","78,76676","72,90608","78,09757","72,24642","78,36973","74,20541","80,53973","78,53514","82,5002"
"0,825686","73,7127","79,11595","73,18243","78,46378","72,49574","78,67284","74,44236","80,81432","78,78128","82,70865"
"0,827682","73,91568","79,2927","73,30628","78,62324","72,64034","78,83","74,52682","80,97892","78,87291","82,76101"
"0,829679","74,20284","79,51892","73,51669","78,89811","72,82162","79,13054","74,70405","81,24","79,05378","82,89831"
"0,831675","74,51203","79,78378","73,74953","79,22716","73,03176","79,40527","74,89615","81,49986","79,23824","83,04662"
"0,833672","74,8077","80,10054","73,93736","79,56622","73,24007","79,64405","75,07142","81,7077","79,39122","83,2023"
"0,835668","75,11446","80,42838","74,19277","79,90892","73,47142","79,92122","75,27953","81,94527","79,60074","83,38541"
"0,837664","75,39676","80,68324","74,38243","80,13527","73,66689","80,14514","75,42818","82,16176","79,74845","83,50142"
"0,839661","75,69743","80,93824","74,60946","80,41973","73,86284","80,45419","75,61149","82,42662","79,93054","83,64209"
"0,841657","76,03892","81,2477","74,88176","80,78743","74,11014","80,77243","75,82818","82,72216","80,14338","83,8273"
"0,843654","76,33811","81,55932","75,05676","81,12122","74,31264","81,00865","75,9973","82,925","80,2823","83,97885"
"0,84565","76,67324","81,91919","75,33108","81,49473","74,56216","81,31311","76,22182","83,17757","80,50736","84,18608"
"0,847647","76,99757","82,24838","75,57027","81,77824","74,79885","81,5927","76,40764","83,45203","80,69885","84,34696"
"0,849643","77,34284","82,56392","75,83223","82,12216","75,04054","81,96014","76,63426","83,77149","80,91608","84,535"
"0,851639","77,68554","82,87568","76,09797","82,4873","75,28358","82,29041","76,84054","84,07811","81,12939","84,71905"
"0,853636","78,05162","83,26027","76,33939","82,90149","75,54345","82,60838","77,06331","84,35662","81,33946","84,93851"
"0,855633","78,41311","83,67243","76,63831","83,31351","75,80946","82,95365","77,30858","84,65338","81,59081","85,17838"
"0,857629","78,80892","84,08932","76,93939","83,6873","76,12277","83,32595","77,56014","85,0173","81,85912","85,41757"
"0,859625","79,16149","84,42095","77,19953","84,03865","76,36622","83,70338","77,78108","85,36","82,09068","85,61953"
"0,861622","79,54378","84,77595","77,50047","84,46419","76,64865","84,10054","78,0302","85,72257","82,3573","85,8475"
"0,863618","79,95946","85,22878","77,78514","84,94676","76,94547","84,4877","78,29845","86,08243","82,61912","86,12324"
"0,865615","80,37027","85,71527","78,12115","85,43311","77,26128","84,90716","78,58899","86,45365","82,925","86,42365"
"0,867611","80,77","86,14581","78,42838","85,8227","77,58088","85,29811","78,8448","86,83108","83,20703","86,67736"
"0,869608","81,19176","86,57257","78,76216","86,26689","77,89615","85,77811","79,15","87,27662","83,52993","86,96358"
"0,871604","81,60635","86,98459","79,09236","86,74324","78,20764","86,22838","79,43243","87,70811","83,84797","87,23885"
"0,8736","82,08149","87,51054","79,43872","87,31","78,57885","86,70608","79,76034","88,1573","84,19014","87,58689"
"0,875597","82,48473","87,98676","79,76642","87,80716","78,89236","87,14392","80,05318","88,54473","84,50514","87,89291"
"0,877593","82,94014","88,49649","80,13561","88,28851","79,27162","87,61919","80,38108","89,01851","84,87142","88,22291"
"0,87959","83,42122","88,99878","80,51912","88,80568","79,64682","88,17973","80,74595","89,54541","85,2773","88,58034"
"0,881586","83,87527","89,45892","80,89034","89,33635","80,00358","88,70527","81,08426","90,04284","85,65736","88,91014"
"0,883583","84,35784","89,99959","81,24304","89,93405","80,38716","89,21635","81,43291","90,53649","86,02831","89,27959"
"0,885579","84,80446","90,54635","81,61196","90,50311","80,75628","89,71865","81,79372","91,00297","86,41946","89,65568"
"0,887576","85,28311","91,09811","82,01622","91,03514","81,16845","90,24595","82,16466","91,52986","86,84466","90,03595"
"0,889572","85,84622","91,69973","82,48223","91,66473","81,63696","90,92378","82,63493","92,16959","87,3548","90,49176"
"0,891569","86,27189","92,14473","82,83696","92,18811","81,98939","91,44824","82,975","92,68189","87,74257","90,82669"
"0,893565","86,79892","92,75243","83,24932","92,86365","82,43493","92,03365","83,40405","93,25716","88,1973","91,26797"
"0,895561","87,285","93,35743","83,65966","93,49473","82,85338","92,60892","83,82453","93,79162","88,65568","91,70358"
"0,897558","87,8023","93,9623","84,11128","94,0923","83,31736","93,21135","84,27007","94,38919","89,15804","92,14905"
"0,899554","88,34041","94,555","84,56081","94,71973","83,79547","93,88081","84,74615","95,04257","89,68142","92,61101"
"0,901551","88,83784","95,09311","84,9998","95,34824","84,23108","94,52041","85,19372","95,66608","90,18088","93,04446"
"0,903547","89,37851","95,72297","85,43108","96,05324","84,70115","95,1477","85,66601","96,28851","90,68453","93,52432"
"0,905544","89,90311","96,37622","85,89277","96,7623","85,17953","95,79595","86,16486","96,88608","91,2173","94,03"
"0,90754","90,39432","96,96757","86,33223","97,35351","85,64932","96,39095","86,62682","97,49351","91,73155","94,47818"
"0,909537","90,97081","97,61959","86,83128","98,04027","86,17953","97,13081","87,18176","98,21716","92,32824","95,00696"
"0,911533","91,49419","98,19608","87,30318","98,71581","86,64953","97,81878","87,69304","98,88162","92,88993","95,49101"
"0,91353","92,05216","98,85068","87,76939","99,45676","87,17547","98,49432","88,22926","99,55459","93,45365","96,01899"
"0,915526","92,54189","99,48284","88,21061","100,1497","87,64777","99,13649","88,73196","100,1511","93,99297","96,52358"
"0,917522","93,07797","100,1397","88,70764","100,8203","88,17547","99,80203","89,28466","100,8216","94,59196","97,0448"
"0,919519","93,64203","100,7793","89,19615","101,5032","88,70743","100,5358","89,86014","101,543","95,20304","97,57791"
"0,921515","94,20243","101,4068","89,72615","102,2419","89,24797","101,2941","90,45405","102,2791","95,8425","98,13723"
"0,923512","94,72189","102,0353","90,16757","102,9655","89,75899","101,9512","91,00676","102,9434","96,40426","98,66054"
"0,925508","95,20216","102,6612","90,60878","103,6584","90,23561","102,5942","91,54885","103,5472","96,95966","99,17743"
"0,927504","95,7427","103,3305","91,12615","104,3524","90,78831","103,2847","92,13649","104,2286","97,59216","99,7223"
"0,929501","96,30689","103,985","91,62723","105,0466","91,35088","104,0334","92,75541","104,9673","98,23182","100,2951"
"0,931498","96,82392","104,5753","92,12412","105,7481","91,85608","104,757","93,35743","105,6727","98,85845","100,8338"
"0,933494","97,38216","105,2346","92,61912","106,5251","92,41081","105,4623","93,96777","106,3839","99,48372","101,408"
"0,935491","97,84716","105,847","93,04392","107,2116","92,88939","106,0957","94,52655","106,9792","100,0375","101,9247"
"0,937487","98,4077","106,5473","93,58831","107,9331","93,48108","106,8109","95,16777","107,6943","100,7121","102,5185"
"0,939483","98,90378","107,1301","94,03378","108,5568","93,98223","107,4851","95,75155","108,3623","101,296","103,0387"
"0,94148","99,43216","107,7289","94,54912","109,268","94,51399","108,2226","96,38446","109,0862","101,9426","103,5995"
"0,943476","99,99122","108,3993","95,04615","110,0439","95,08736","108,9341","97,01959","109,7988","102,5821","104,1934"
"0,945473","100,4478","108,992","95,46466","110,7181","95,55541","109,5464","97,58446","110,3741","103,1256","104,7167"
"0,947469","100,9441","109,6219","95,95561","111,3773","96,08561","110,1984","98,18872","111,0212","103,7452","105,2718"
"0,949466","101,4723","110,2478","96,42973","112,0418","96,62365","110,8988","98,81351","111,7215","104,3678","105,8384"
"0,951462","101,9684","110,822","96,90182","112,705","97,1248","111,5927","99,41959","112,3919","104,9756","106,3745"
"0,953458","102,5412","111,5011","97,42365","113,492","97,71014","112,3116","100,0797","113,1182","105,6283","106,9921"
"0,955455","102,9495","112,0405","97,78872","114,108","98,12703","112,8647","100,5991","113,6453","106,1196","107,4792"
"0,957452","103,4495","112,6815","98,28358","114,7649","98,66507","113,5042","101,2076","114,285","106,7368","108,0478"
"0,959448","103,958","113,2791","98,73514","115,3922","99,18466","114,1649","101,8056","114,9469","107,3275","108,5952"
"0,961444","104,4503","113,8469","99,21169","116,0528","99,67953","114,8528","102,4095","115,6149","107,9273","109,1499"
"0,963441","104,96","114,4545","99,66304","116,758","100,1951","115,4886","102,9955","116,2705","108,5086","109,713"
"0,965437","105,4066","115,0309","100,0572","117,4039","100,6509","116,0603","103,5333","116,8164","109,0168","110,247"
"0,967434","105,8732","115,6422","100,5228","118,025","101,1498","116,6642","104,1007","117,4089","109,5918","110,8038"
"0,96943","106,3915","116,2631","100,989","118,6561","101,6795","117,3209","104,6986","118,0795","110,1939","111,3837"
"0,971427","106,833","116,7607","101,4014","119,2376","102,1232","117,9335","105,2326","118,6795","110,7268","111,8992"
"0,973423","107,3418","117,3607","101,8593","119,9304","102,6383","118,5682","105,8056","119,3155","111,3019","112,4786"
"0,975419","107,7943","117,9545","102,2613","120,5811","103,0944","119,1372","106,338","119,8661","111,8133","113,0369"
"0,977416","108,2795","118,6126","102,7293","121,2035","103,6016","119,7324","106,8948","120,46","112,3874","113,6178"
"0,979412","108,7384","119,1582","103,1336","121,7564","104,0759","120,3126","107,4099","121,0526","112,9188","114,1436"
"0,981409","109,2111","119,6841","103,5809","122,3615","104,5397","120,9509","107,9566","121,6786","113,476","114,7072"
"0,983405","109,6961","120,2582","104,0099","123,0109","105,0284","121,5412","108,4966","122,2946","114,0224","115,2753"
"0,985402","110,1747","120,8681","104,4266","123,6753","105,5068","122,1215","109,0268","122,8588","114,5465","115,8687"
